Property_ID,Property,Community,Developer,Property_Type,Bedrooms,Price_AED,ROI,Rental_Yield,Expected_Appreciation,Risk
PID-01286,Skyline View,Business Bay,Binghatti,Townhouse,1 BR,3022156,7.1%,6.6%,High,Low
PID-01287,The Living,Dubai Marina,Binghatti,Townhouse,1 BR,3133785,7.7%,7.1%,High,Low
PID-01288,Canal Vista,JVC,Danube,Townhouse,3 BR,732887,8.0%,8.1%,Medium,Medium
PID-01289,Central Heights,JVC,Binghatti,Townhouse,3 BR,1355938,8.6%,8.4%,Medium,Medium
PID-01290,Infinity Tower,JVC,Emaar,Townhouse,1 BR,1212981,8.2%,8.9%,Medium,Medium
PID-01291,Azure Park,Business Bay,DAMAC,Townhouse,1 BR,1699179,7.4%,6.6%,High,Low
PID-01292,The Residences,Business Bay,Sobha Realty,Apartment,3 BR,2487951,8.5%,6.7%,High,Low
PID-01293,Park Square,JVC,Binghatti,Villa,Studio,1490142,9.9%,8.6%,Medium,Medium
PID-01294,Skyline Square,JVC,DAMAC,Townhouse,2 BR,1456408,8.9%,8.7%,Medium,Medium
PID-01295,Ocean One,Business Bay,Sobha Realty,Townhouse,3 BR,4388149,7.1%,7.5%,High,Low
PID-01296,Infinity Heights,Dubai Marina,Sobha Realty,Apartment,1 BR,4025894,7.8%,8.2%,High,Low
PID-01297,Creek Point,JVC,Emaar,Villa,4 BR,1499810,8.5%,8.9%,Medium,Medium
PID-01298,Palm Vista,Business Bay,DAMAC,Townhouse,2 BR,2125083,7.5%,7.8%,High,Low
PID-01299,The Central,JVC,Binghatti,Townhouse,1 BR,1704436,9.5%,8.5%,Medium,Medium
PID-01300,Royal One,Business Bay,Binghatti,Villa,4 BR,3214506,8.1%,8.1%,High,Low
PID-01301,Elite Square,JVC,Binghatti,Villa,3 BR,1048591,8.5%,7.9%,Medium,Medium
PID-01302,Canal Vista,Dubai Marina,Sobha Realty,Villa,1 BR,1976127,7.3%,7.0%,High,Low
PID-01303,Skyline Heights,Business Bay,DAMAC,Villa,3 BR,2301384,7.3%,8.2%,High,Low
PID-01304,Royal Collection,Dubai Marina,Sobha Realty,Villa,3 BR,3257503,7.3%,6.5%,High,Low
PID-01305,The Residence,JVC,Binghatti,Apartment,Studio,1959806,9.3%,8.0%,Medium,Medium
PID-01306,Palm Heights,Dubai Marina,Sobha Realty,Villa,4 BR,3986820,7.8%,6.9%,High,Low
PID-01307,Skyline Collection,Business Bay,Emaar,Apartment,Studio,2308190,8.3%,6.7%,High,Low
PID-01308,Creek Residence,Business Bay,Binghatti,Apartment,2 BR,3915158,7.6%,7.6%,High,Low
PID-01309,Canal Collection,Business Bay,Binghatti,Villa,Studio,1549214,8.5%,8.2%,High,Low
PID-01310,Ocean Collection,Dubai Marina,Sobha Realty,Villa,4 BR,1907442,7.9%,8.0%,High,Low
PID-01311,Azure Park,JVC,Sobha Realty,Townhouse,3 BR,807450,8.7%,8.6%,Medium,Medium
PID-01312,Elite Residences,Business Bay,DAMAC,Villa,Studio,1246895,7.3%,7.6%,High,Low
PID-01313,Infinity Vista,Business Bay,DAMAC,Townhouse,1 BR,3154937,7.9%,7.4%,High,Low
PID-01314,Central Living,Business Bay,Binghatti,Villa,3 BR,1216491,7.8%,7.1%,High,Low
PID-01315,Canal Residence,JVC,Binghatti,Townhouse,2 BR,1609636,9.5%,7.9%,Medium,Medium
PID-01316,Creek Central,JVC,Binghatti,Apartment,Studio,1797414,9.4%,8.6%,Medium,Medium
PID-01317,Skyline Vista,Business Bay,DAMAC,Villa,4 BR,4244998,8.0%,7.5%,High,Low
PID-01318,Skyline Tower,Business Bay,Danube,Townhouse,Studio,3671281,8.8%,7.9%,High,Low
PID-01319,Creek Gardens,JVC,DAMAC,Townhouse,4 BR,1311779,9.4%,7.6%,Medium,Medium
PID-01320,Marina Place,Business Bay,DAMAC,Townhouse,4 BR,2242867,7.7%,6.6%,High,Low
PID-01321,Palm One,JVC,DAMAC,Townhouse,2 BR,787939,8.1%,8.5%,Medium,Medium
PID-01322,Harbour Square,Business Bay,Danube,Townhouse,Studio,4142281,8.0%,7.9%,High,Low
PID-01323,The Gardens,Dubai Marina,Emaar,Villa,4 BR,4256708,8.3%,7.6%,High,Low
PID-01324,Infinity Central,Dubai Marina,Sobha Realty,Villa,1 BR,2315788,8.8%,8.4%,High,Low
PID-01325,Grand Park,Business Bay,DAMAC,Villa,Studio,1313431,8.0%,6.5%,High,Low
PID-01326,Elite Residence,Business Bay,Emaar,Townhouse,Studio,1262114,8.2%,7.6%,High,Low
PID-01327,Central Residences,Business Bay,Binghatti,Villa,4 BR,1683292,8.4%,6.9%,High,Low
PID-01328,Azure Point,JVC,DAMAC,Apartment,Studio,1700408,8.7%,8.1%,Medium,Medium
PID-01329,Grand Residences,Dubai Marina,DAMAC,Apartment,3 BR,2479247,8.8%,7.1%,High,Low
PID-01330,Park Vista,Business Bay,Emaar,Villa,3 BR,3128794,8.7%,7.0%,High,Low
PID-01331,Palm Vista,Business Bay,Sobha Realty,Apartment,1 BR,1735262,8.4%,6.9%,High,Low
PID-01332,Palm Point,Business Bay,DAMAC,Townhouse,3 BR,1867484,8.8%,6.9%,High,Low
PID-01333,Harbour Square,Business Bay,Danube,Villa,3 BR,2136058,7.6%,7.6%,High,Low
PID-01334,Skyline Residence,Dubai Marina,Danube,Townhouse,Studio,2405244,7.5%,8.1%,High,Low
PID-01335,Royal Residences,JVC,DAMAC,Villa,4 BR,1319740,8.7%,8.8%,Medium,Medium
PID-01336,Azure Tower,JVC,Emaar,Apartment,4 BR,1458894,9.6%,8.8%,Medium,Medium
PID-01337,Central Central,Dubai Marina,DAMAC,Villa,2 BR,2964991,7.3%,7.5%,High,Low
PID-01338,Palm Point,Dubai Marina,Emaar,Apartment,4 BR,3712873,7.4%,7.1%,High,Low
PID-01339,Canal Tower,Dubai Marina,Danube,Apartment,Studio,3880384,7.6%,7.9%,High,Low
PID-01340,Infinity Horizon,JVC,Binghatti,Villa,1 BR,1547878,8.9%,8.0%,Medium,Medium
PID-01341,Marina Central,Dubai Marina,Binghatti,Apartment,Studio,3408997,7.2%,6.6%,High,Low
PID-01342,Palm Square,Business Bay,DAMAC,Townhouse,Studio,3055689,7.7%,6.7%,High,Low
PID-01343,Infinity Park,JVC,Emaar,Apartment,2 BR,1716158,9.3%,9.0%,Medium,Medium
PID-01344,Harbour Residence,JVC,Danube,Apartment,4 BR,1376206,8.6%,8.6%,Medium,Medium
PID-01345,Park Place,Dubai Marina,Sobha Realty,Townhouse,1 BR,2026339,8.9%,8.3%,High,Low
PID-01346,Royal Residence,Business Bay,Emaar,Apartment,4 BR,1966410,7.5%,7.4%,High,Low
PID-01347,Ocean View,JVC,DAMAC,Apartment,1 BR,1996803,8.2%,7.8%,Medium,Medium
PID-01348,The View,Dubai Marina,Binghatti,Apartment,4 BR,3330075,8.8%,8.5%,High,Low
PID-01349,Canal Vista,Business Bay,Emaar,Townhouse,Studio,2272202,7.4%,7.9%,High,Low
PID-01350,Palm Tower,Dubai Marina,DAMAC,Apartment,2 BR,4493777,7.3%,7.5%,High,Low
PID-01351,Ocean Vista,Business Bay,Emaar,Apartment,2 BR,1635378,7.4%,6.5%,High,Low
PID-01352,Marina Place,Dubai Marina,Emaar,Apartment,Studio,3328401,8.0%,7.6%,High,Low
PID-01353,Elite Collection,Dubai Marina,Danube,Villa,3 BR,1809435,7.1%,8.4%,High,Low
PID-01354,Creek Tower,Dubai Marina,Danube,Townhouse,2 BR,4717123,8.4%,7.9%,High,Low
PID-01355,The Point,JVC,DAMAC,Townhouse,4 BR,1547764,8.2%,8.7%,Medium,Medium
PID-01356,Royal Vista,JVC,Binghatti,Villa,2 BR,1543350,9.8%,7.6%,Medium,Medium
PID-01357,Skyline Heights,JVC,Emaar,Apartment,4 BR,1352375,9.7%,8.2%,Medium,Medium
PID-01358,Palm Living,JVC,Danube,Apartment,3 BR,1806854,9.4%,8.5%,Medium,Medium
PID-01359,Ocean Heights,JVC,DAMAC,Apartment,Studio,1114192,9.3%,7.5%,Medium,Medium
PID-01360,Infinity Park,Dubai Marina,Binghatti,Townhouse,Studio,2192078,7.5%,6.9%,High,Low
PID-01361,Royal Park,Business Bay,Emaar,Townhouse,4 BR,4068239,7.0%,6.8%,High,Low
PID-01362,Marina Point,Business Bay,DAMAC,Villa,1 BR,2219908,8.5%,7.5%,High,Low
PID-01363,Vista Square,Dubai Marina,Binghatti,Apartment,3 BR,2943820,8.6%,8.1%,High,Low
PID-01364,Grand Vista,Dubai Marina,Sobha Realty,Villa,4 BR,2272494,8.0%,8.4%,High,Low
PID-01365,Vista Park,Business Bay,Sobha Realty,Villa,Studio,4326559,8.2%,8.0%,High,Low
PID-01366,Canal Living,JVC,DAMAC,Townhouse,4 BR,1345415,8.1%,7.7%,Medium,Medium
PID-01367,The Tower,JVC,Danube,Villa,Studio,779799,8.7%,8.6%,Medium,Medium
PID-01368,Vista Living,Business Bay,Binghatti,Apartment,1 BR,2675984,8.1%,6.6%,High,Low
PID-01369,Park Park,Business Bay,Sobha Realty,Townhouse,4 BR,3570928,8.6%,7.1%,High,Low
PID-01370,Vista Park,JVC,Danube,Villa,2 BR,1971400,8.5%,8.7%,Medium,Medium
PID-01371,Palm Residences,Dubai Marina,Emaar,Townhouse,2 BR,1608822,7.1%,6.6%,High,Low
PID-01372,Grand Collection,Business Bay,DAMAC,Villa,3 BR,1551045,8.4%,8.2%,High,Low
PID-01373,Skyline Living,JVC,DAMAC,Townhouse,2 BR,1120161,9.4%,8.9%,Medium,Medium
PID-01374,Grand One,Business Bay,Sobha Realty,Apartment,Studio,4236457,8.6%,7.3%,High,Low
PID-01375,Park Living,Dubai Marina,Danube,Apartment,3 BR,1773001,7.2%,8.0%,High,Low
PID-01376,Vista Point,Business Bay,Emaar,Apartment,4 BR,2377987,8.2%,6.8%,High,Low
PID-01377,Harbour Gardens,JVC,Sobha Realty,Townhouse,1 BR,1304625,8.6%,9.0%,Medium,Medium
PID-01378,Ocean View,Dubai Marina,Emaar,Villa,Studio,2534928,7.7%,7.1%,High,Low
PID-01379,Royal Place,Business Bay,Sobha Realty,Townhouse,2 BR,4218866,7.5%,7.3%,High,Low
PID-01380,Elite Place,JVC,DAMAC,Townhouse,Studio,755135,8.1%,7.8%,Medium,Medium
PID-01381,Central View,Dubai Marina,Danube,Apartment,4 BR,1666031,7.0%,7.7%,High,Low
PID-01382,Royal Living,Dubai Marina,Binghatti,Townhouse,4 BR,4529538,7.7%,8.4%,High,Low
PID-01383,Park Gardens,JVC,Danube,Townhouse,4 BR,1505141,9.8%,7.5%,Medium,Medium
PID-01384,Vista One,Dubai Marina,Emaar,Villa,4 BR,4013871,7.2%,7.9%,High,Low
PID-01385,Ocean Tower,JVC,Emaar,Villa,4 BR,963190,9.4%,8.9%,Medium,Medium
PID-01386,Skyline Square,Dubai Marina,DAMAC,Apartment,Studio,1917376,8.3%,7.5%,High,Low
PID-01387,Infinity Gardens,Business Bay,Binghatti,Townhouse,2 BR,3952469,8.2%,7.6%,High,Low
PID-01388,Ocean Living,Dubai Marina,Binghatti,Villa,1 BR,3321838,8.9%,6.7%,High,Low
PID-01389,Palm Collection,Dubai Marina,DAMAC,Apartment,Studio,4046994,7.1%,8.1%,High,Low
PID-01390,Ocean Heights,Dubai Marina,Binghatti,Apartment,Studio,2459022,7.8%,7.8%,High,Low
PID-01391,Marina Collection,Dubai Marina,Binghatti,Apartment,2 BR,3616747,8.1%,7.9%,High,Low
PID-01392,Azure Place,Business Bay,Emaar,Apartment,3 BR,1653223,7.2%,7.1%,High,Low
PID-01393,Vista Point,Business Bay,Emaar,Apartment,Studio,4053896,7.1%,7.0%,High,Low
PID-01394,Azure Central,Business Bay,DAMAC,Apartment,2 BR,1981559,8.2%,6.9%,High,Low
PID-01395,Palm Collection,Dubai Marina,Danube,Apartment,Studio,3922275,7.7%,6.6%,High,Low
PID-01396,Vista Square,Business Bay,Sobha Realty,Townhouse,3 BR,2879542,7.9%,8.0%,High,Low
PID-01397,Harbour Park,Business Bay,Emaar,Villa,4 BR,1482493,7.4%,6.5%,High,Low
PID-01398,Harbour Residences,JVC,DAMAC,Townhouse,1 BR,983862,9.8%,8.7%,Medium,Medium
PID-01399,Royal Park,Business Bay,Sobha Realty,Villa,1 BR,4389359,7.1%,6.8%,High,Low
PID-01400,Palm Living,JVC,Danube,Townhouse,1 BR,755028,9.9%,7.8%,Medium,Medium
PID-01401,Vista Park,Business Bay,Danube,Villa,4 BR,2298971,8.1%,7.0%,High,Low
PID-01402,The View,Dubai Marina,Danube,Apartment,1 BR,4613409,8.4%,6.6%,High,Low
PID-01403,Harbour Collection,Business Bay,DAMAC,Villa,Studio,2008665,7.6%,8.0%,High,Low
PID-01404,Elite Central,Dubai Marina,DAMAC,Villa,3 BR,3091988,8.4%,6.9%,High,Low
PID-01405,Central Gardens,Dubai Marina,DAMAC,Villa,1 BR,3038939,8.7%,8.3%,High,Low
PID-01406,Infinity Horizon,Business Bay,Emaar,Villa,1 BR,3905617,8.1%,8.0%,High,Low
PID-01407,Palm View,Business Bay,Binghatti,Townhouse,Studio,3533538,8.7%,6.7%,High,Low
PID-01408,Harbour Point,Business Bay,Binghatti,Apartment,Studio,3026793,7.8%,7.7%,High,Low
PID-01409,Elite Residence,JVC,DAMAC,Apartment,3 BR,1346465,9.5%,7.8%,Medium,Medium
PID-01410,Azure Place,JVC,Danube,Townhouse,3 BR,1655135,8.6%,7.7%,Medium,Medium
PID-01411,Ocean Horizon,Dubai Marina,Binghatti,Townhouse,3 BR,2492946,8.2%,8.5%,High,Low
PID-01412,Ocean Vista,Dubai Marina,Emaar,Villa,4 BR,1831311,8.4%,7.7%,High,Low
PID-01413,Canal Gardens,Dubai Marina,Danube,Apartment,Studio,2239250,8.1%,8.4%,High,Low
PID-01414,Infinity Vista,JVC,Binghatti,Townhouse,Studio,812214,8.4%,8.5%,Medium,Medium
PID-01415,Palm Central,JVC,Emaar,Townhouse,3 BR,1867583,9.4%,8.3%,Medium,Medium
PID-01416,Palm View,Business Bay,DAMAC,Apartment,Studio,1406694,7.4%,7.6%,High,Low
PID-01417,Skyline Residences,JVC,Sobha Realty,Townhouse,Studio,1875070,9.9%,8.6%,Medium,Medium
PID-01418,Canal Tower,JVC,Danube,Apartment,4 BR,1444244,9.8%,8.2%,Medium,Medium
PID-01419,Palm Place,Dubai Marina,DAMAC,Townhouse,4 BR,3494609,7.8%,8.3%,High,Low
PID-01420,Vista View,Business Bay,DAMAC,Townhouse,3 BR,4162281,8.0%,7.6%,High,Low
PID-01421,The Tower,Dubai Marina,Emaar,Townhouse,1 BR,2671907,7.0%,7.9%,High,Low
PID-01422,Infinity Square,JVC,DAMAC,Villa,3 BR,1201544,8.2%,8.3%,Medium,Medium
PID-01423,Creek Vista,JVC,DAMAC,Townhouse,4 BR,721101,9.5%,7.7%,Medium,Medium
PID-01424,Park Horizon,Dubai Marina,Emaar,Villa,Studio,4660971,8.9%,7.4%,High,Low
PID-01425,Grand Point,Business Bay,Emaar,Townhouse,Studio,2204233,7.8%,8.2%,High,Low
PID-01426,Grand Residence,JVC,Sobha Realty,Villa,4 BR,1910289,9.3%,7.9%,Medium,Medium
PID-01427,The Central,JVC,Danube,Townhouse,1 BR,683434,9.6%,8.0%,Medium,Medium
PID-01428,Ocean Gardens,JVC,Emaar,Villa,3 BR,1312121,9.2%,7.9%,Medium,Medium
PID-01429,Royal One,JVC,Danube,Townhouse,4 BR,946263,8.1%,7.6%,Medium,Medium
PID-01430,Royal Horizon,JVC,DAMAC,Villa,4 BR,814838,8.9%,8.8%,Medium,Medium
PID-01431,Creek Horizon,JVC,Emaar,Villa,4 BR,1051772,8.2%,8.0%,Medium,Medium
PID-01432,Elite Tower,Business Bay,DAMAC,Villa,2 BR,3550523,8.2%,7.7%,High,Low
PID-01433,Royal Gardens,Business Bay,DAMAC,Apartment,1 BR,2658452,8.5%,7.6%,High,Low
PID-01434,Skyline Tower,Dubai Marina,Sobha Realty,Apartment,1 BR,3765292,8.5%,8.3%,High,Low
PID-01435,Canal Vista,Dubai Marina,Emaar,Townhouse,1 BR,4331911,7.7%,8.3%,High,Low
PID-01436,Central Point,Business Bay,Emaar,Villa,3 BR,1930888,8.3%,6.6%,High,Low
PID-01437,The Central,Business Bay,DAMAC,Villa,1 BR,3501582,7.1%,6.6%,High,Low
PID-01438,Skyline View,Dubai Marina,Binghatti,Villa,1 BR,3497044,8.7%,7.5%,High,Low
PID-01439,Royal Living,Dubai Marina,DAMAC,Townhouse,Studio,3797068,8.2%,8.4%,High,Low
PID-01440,Marina Place,Dubai Marina,Binghatti,Apartment,4 BR,4800456,7.1%,8.3%,High,Low
PID-01441,Elite Residence,Business Bay,Emaar,Villa,3 BR,1866234,7.8%,6.8%,High,Low
PID-01442,Park View,JVC,Danube,Apartment,3 BR,1542864,8.1%,8.3%,Medium,Medium
PID-01443,Elite Vista,Business Bay,Binghatti,Townhouse,4 BR,3889021,7.1%,7.6%,High,Low
PID-01444,Azure Vista,Dubai Marina,Emaar,Townhouse,3 BR,4054367,7.7%,8.0%,High,Low
PID-01445,Park Residences,Dubai Marina,Binghatti,Townhouse,Studio,3671612,8.9%,7.4%,High,Low
PID-01446,Ocean Square,Dubai Marina,Sobha Realty,Townhouse,Studio,3101053,7.1%,8.1%,High,Low
PID-01447,The Living,JVC,Sobha Realty,Townhouse,1 BR,1553733,8.2%,8.0%,Medium,Medium
PID-01448,Royal Residences,Business Bay,Emaar,Townhouse,2 BR,4485044,7.3%,7.9%,High,Low
PID-01449,Vista Place,Business Bay,DAMAC,Apartment,1 BR,1715653,7.2%,8.0%,High,Low
PID-01450,Grand Place,Business Bay,DAMAC,Villa,Studio,3841742,7.1%,6.6%,High,Low
PID-01451,Canal Horizon,JVC,Danube,Townhouse,4 BR,1055520,8.4%,8.3%,Medium,Medium
PID-01452,Central Collection,Business Bay,Emaar,Apartment,4 BR,3740437,7.3%,7.9%,High,Low
PID-01453,Park View,Dubai Marina,Binghatti,Townhouse,2 BR,2916272,8.0%,6.7%,High,Low
PID-01454,Marina Vista,Business Bay,Binghatti,Villa,4 BR,2249226,7.5%,6.9%,High,Low
PID-01455,Creek Park,Dubai Marina,DAMAC,Apartment,1 BR,2279363,8.6%,7.0%,High,Low
PID-01456,Central Vista,JVC,Binghatti,Townhouse,3 BR,1709543,8.5%,7.8%,Medium,Medium
PID-01457,Ocean Point,Business Bay,Sobha Realty,Villa,3 BR,2640254,7.3%,7.1%,High,Low
PID-01458,Central Place,JVC,Binghatti,Villa,Studio,1872295,9.5%,9.0%,Medium,Medium
PID-01459,Vista Horizon,Dubai Marina,Binghatti,Townhouse,Studio,3574822,7.0%,6.7%,High,Low
PID-01460,Elite Central,Business Bay,Emaar,Villa,Studio,4387777,7.2%,7.6%,High,Low
PID-01461,Royal Heights,Dubai Marina,Sobha Realty,Apartment,2 BR,3870475,8.6%,7.8%,High,Low
PID-01462,Grand Place,Dubai Marina,DAMAC,Apartment,1 BR,2784143,8.8%,8.2%,High,Low
PID-01463,Harbour Collection,Business Bay,Danube,Townhouse,3 BR,1819270,7.3%,8.0%,High,Low
PID-01464,Creek Point,JVC,Emaar,Apartment,2 BR,694428,9.0%,8.0%,Medium,Medium
PID-01465,Palm Gardens,Dubai Marina,Danube,Apartment,Studio,2952704,8.5%,8.0%,High,Low
PID-01466,Ocean Place,JVC,Binghatti,Townhouse,3 BR,764610,9.3%,8.7%,Medium,Medium
PID-01467,Central Collection,JVC,Danube,Apartment,Studio,1467248,9.9%,8.3%,Medium,Medium
PID-01468,Infinity Gardens,Dubai Marina,Emaar,Villa,4 BR,4580761,7.7%,6.8%,High,Low
PID-01469,Harbour Collection,Business Bay,Sobha Realty,Townhouse,4 BR,3033303,7.2%,6.9%,High,Low
PID-01470,Infinity Tower,Dubai Marina,DAMAC,Villa,3 BR,3099364,8.7%,7.5%,High,Low
PID-01471,Ocean Central,Business Bay,DAMAC,Villa,4 BR,3405163,7.6%,8.2%,High,Low
PID-01472,Park Gardens,Business Bay,Sobha Realty,Townhouse,Studio,3820825,7.9%,8.2%,High,Low
PID-01473,Central Residences,Dubai Marina,DAMAC,Townhouse,2 BR,4255021,8.5%,7.7%,High,Low
PID-01474,Vista Square,JVC,Emaar,Villa,4 BR,1514698,8.4%,7.6%,Medium,Medium
PID-01475,Royal Square,Dubai Marina,Sobha Realty,Townhouse,2 BR,4117174,7.2%,7.9%,High,Low
PID-01476,Vista One,JVC,Emaar,Townhouse,4 BR,1438615,9.7%,8.5%,Medium,Medium
PID-01477,Skyline Residence,Business Bay,Binghatti,Apartment,4 BR,2569458,8.1%,7.6%,High,Low
PID-01478,Canal Heights,Business Bay,DAMAC,Apartment,1 BR,2969419,7.5%,7.8%,High,Low
PID-01479,Infinity Horizon,Business Bay,Danube,Villa,3 BR,2539708,7.8%,6.5%,High,Low
PID-01480,Grand Point,JVC,Binghatti,Apartment,3 BR,1666322,9.8%,8.7%,Medium,Medium
PID-01481,Park View,Business Bay,Binghatti,Townhouse,4 BR,3865672,8.7%,7.8%,High,Low
PID-01482,Creek Square,JVC,Emaar,Apartment,1 BR,1970144,9.6%,8.0%,Medium,Medium
PID-01483,Creek View,Business Bay,Binghatti,Apartment,4 BR,2333146,8.2%,6.7%,High,Low
PID-01484,Central Vista,Dubai Marina,Emaar,Apartment,1 BR,1599130,8.9%,6.7%,High,Low
PID-01485,Ocean Place,Dubai Marina,Binghatti,Villa,4 BR,1717811,8.8%,8.2%,High,Low
PID-01486,Palm Heights,Business Bay,DAMAC,Townhouse,3 BR,2798833,8.0%,6.8%,High,Low
PID-01487,Royal Place,JVC,Binghatti,Villa,Studio,915407,8.4%,8.6%,Medium,Medium
PID-01488,Palm Vista,Business Bay,Binghatti,Apartment,Studio,2467973,7.7%,7.8%,High,Low
PID-01489,Palm View,Dubai Marina,DAMAC,Townhouse,2 BR,2252342,7.9%,8.4%,High,Low
PID-01490,Skyline Tower,Dubai Marina,Danube,Townhouse,2 BR,4668890,7.5%,7.0%,High,Low
PID-01491,Harbour One,JVC,DAMAC,Townhouse,Studio,1922659,9.5%,8.5%,Medium,Medium
PID-01492,Palm Collection,Dubai Marina,Sobha Realty,Townhouse,4 BR,2142640,7.0%,7.5%,High,Low
PID-01493,Palm Tower,Business Bay,Sobha Realty,Apartment,1 BR,2204104,8.6%,7.9%,High,Low
PID-01494,Creek Living,Business Bay,Binghatti,Apartment,3 BR,2234909,7.2%,6.6%,High,Low
PID-01495,Grand Gardens,JVC,Sobha Realty,Townhouse,3 BR,1268244,9.9%,8.8%,Medium,Medium
PID-01496,Skyline Gardens,Business Bay,Sobha Realty,Townhouse,3 BR,3707505,8.4%,7.9%,High,Low
PID-01497,Royal Vista,Dubai Marina,Danube,Villa,Studio,4400268,8.2%,6.5%,High,Low
PID-01498,Grand Square,JVC,Binghatti,Townhouse,3 BR,1285831,9.4%,8.1%,Medium,Medium
PID-01499,Royal Central,Dubai Marina,Binghatti,Apartment,2 BR,3100594,8.0%,6.9%,High,Low
PID-01500,Park Collection,JVC,DAMAC,Apartment,3 BR,1088352,8.8%,8.7%,Medium,Medium
PID-01501,Ocean Residence,Dubai Marina,Emaar,Apartment,3 BR,4154129,7.3%,8.3%,High,Low
PID-01502,Azure Heights,JVC,Emaar,Apartment,Studio,1017445,9.3%,8.8%,Medium,Medium
PID-01503,Royal Gardens,Dubai Marina,DAMAC,Villa,3 BR,3310707,7.7%,8.4%,High,Low
PID-01504,Palm Heights,Business Bay,Binghatti,Villa,1 BR,3023611,8.3%,7.0%,High,Low
PID-01505,Palm Living,Business Bay,Sobha Realty,Apartment,2 BR,3912758,7.8%,6.6%,High,Low
PID-01506,Palm Point,Dubai Marina,Sobha Realty,Townhouse,2 BR,2577583,7.7%,6.8%,High,Low
PID-01507,Vista View,Dubai Marina,Sobha Realty,Villa,2 BR,3736432,7.3%,6.9%,High,Low
PID-01508,The Collection,JVC,Emaar,Townhouse,4 BR,1615794,8.0%,7.6%,Medium,Medium
PID-01509,Ocean Central,JVC,Danube,Villa,2 BR,1504837,9.7%,8.6%,Medium,Medium
PID-01510,Skyline Heights,Business Bay,Binghatti,Townhouse,3 BR,2969035,8.6%,6.8%,High,Low
PID-01511,Vista Place,Business Bay,Binghatti,Apartment,2 BR,1563578,7.8%,7.5%,High,Low
PID-01512,Infinity Tower,JVC,Sobha Realty,Villa,1 BR,1794520,8.3%,7.8%,Medium,Medium
PID-01513,Marina View,Business Bay,Sobha Realty,Apartment,Studio,1987298,8.6%,8.2%,High,Low
PID-01514,Marina Central,Business Bay,Sobha Realty,Townhouse,Studio,4425276,8.5%,7.8%,High,Low
PID-01515,Royal Collection,JVC,DAMAC,Townhouse,2 BR,1694300,9.9%,8.0%,Medium,Medium
PID-01516,Creek Point,Business Bay,Sobha Realty,Apartment,2 BR,2910176,7.4%,7.0%,High,Low
PID-01517,Ocean Tower,Dubai Marina,DAMAC,Villa,2 BR,2338446,7.5%,8.3%,High,Low
PID-01518,Creek Park,Business Bay,Binghatti,Townhouse,2 BR,1604396,7.5%,7.1%,High,Low
PID-01519,Infinity View,Business Bay,Binghatti,Villa,2 BR,1366228,8.1%,6.6%,High,Low
PID-01520,Royal Residence,JVC,Sobha Realty,Apartment,2 BR,708473,9.2%,8.7%,Medium,Medium
PID-01521,Infinity Collection,Dubai Marina,DAMAC,Villa,4 BR,1598640,7.7%,7.5%,High,Low
PID-01522,Creek Gardens,Dubai Marina,Binghatti,Townhouse,3 BR,2453663,8.4%,6.9%,High,Low
PID-01523,Grand Collection,JVC,DAMAC,Apartment,3 BR,1450954,9.1%,9.0%,Medium,Medium
PID-01524,Palm View,Dubai Marina,DAMAC,Villa,Studio,3007931,8.7%,6.8%,High,Low
PID-01525,Harbour Tower,JVC,Binghatti,Villa,1 BR,1782027,9.4%,7.5%,Medium,Medium
PID-01526,Canal Vista,Dubai Marina,DAMAC,Townhouse,4 BR,2347135,8.5%,7.7%,High,Low
PID-01527,Marina Collection,Business Bay,Emaar,Townhouse,1 BR,3511556,7.9%,7.5%,High,Low
PID-01528,Ocean View,JVC,Emaar,Villa,4 BR,1618669,10.0%,8.1%,Medium,Medium
PID-01529,Central Living,Dubai Marina,DAMAC,Apartment,4 BR,2295166,7.9%,6.6%,High,Low
PID-01530,The One,Dubai Marina,DAMAC,Townhouse,Studio,2769352,7.8%,7.6%,High,Low
PID-01531,Park One,JVC,DAMAC,Apartment,4 BR,833678,9.5%,8.9%,Medium,Medium
PID-01532,Azure Residence,Business Bay,Danube,Townhouse,3 BR,2362500,7.7%,7.0%,High,Low
PID-01533,Grand Heights,JVC,Binghatti,Villa,3 BR,1055817,10.0%,8.4%,Medium,Medium
PID-01534,Royal Vista,JVC,Danube,Townhouse,4 BR,1265663,9.2%,8.6%,Medium,Medium
PID-01535,Vista Residences,JVC,Binghatti,Apartment,4 BR,986553,8.4%,8.6%,Medium,Medium
PID-01536,Harbour Gardens,JVC,Emaar,Apartment,2 BR,672112,9.8%,8.2%,Medium,Medium
PID-01537,Skyline Horizon,Dubai Marina,Emaar,Apartment,4 BR,4297642,7.5%,7.4%,High,Low
PID-01538,Vista Residence,Business Bay,Danube,Apartment,Studio,1883391,8.8%,7.6%,High,Low
PID-01539,Elite Collection,Dubai Marina,DAMAC,Villa,1 BR,4509189,7.1%,8.1%,High,Low
PID-01540,Central Gardens,JVC,Emaar,Villa,1 BR,669205,9.8%,7.5%,Medium,Medium
PID-01541,Central One,Dubai Marina,Emaar,Apartment,Studio,3207593,7.4%,8.5%,High,Low
PID-01542,Park Horizon,JVC,Danube,Apartment,2 BR,1557355,8.8%,8.8%,Medium,Medium
